repeat,random_state,noise_percent,method,theta,theta_over_pi,theta_abs_error,normalized_error,objective_error,mutual_information,si_score
9,51,15,SI-DL,0.7953916396118865,0.25318102227639827,0.003181022276398271,0.012724089105593084,0.023201781444755154,,0.9767982185552448
9,51,20,MI-DL,0.8069827111391598,0.25687057493499277,0.006870574934992768,0.027482299739971072,0.044274473718650814,1.2977821974609842,
9,51,20,SI-DL,0.7976166214521462,0.2538892559927323,0.003889255992732321,0.015557023970929285,0.03721576840071328,,0.9627842315992867
9,51,25,MI-DL,0.8122716835529301,0.25855410714204924,0.008554107142049239,0.034216428568196955,0.06575098917121988,1.1687945581072992,
9,51,25,SI-DL,0.7994543508543259,0.25447422342957676,0.0044742234295767624,0.01789689371830705,0.05469615484421886,,0.9453038451557811
9,51,30,MI-DL,0.822397350186688,0.2617772069357757,0.01177720693577572,0.04710882774310288,0.08983023963777452,1.059413231466305,
9,51,30,SI-DL,0.8009115457872656,0.2549380629828284,0.004938062982828395,0.01975225193131358,0.07522475066888723,,0.9247752493311128
10,52,0,MI-DL,0.7852010296156074,0.24993725036833928,6.274963166072456e-05,0.00025099852664289823,0.003115626623818993,2.0955291444429216,
10,52,0,SI-DL,0.7861576748423101,0.2502417600015693,0.00024176000156928001,0.0009670400062771201,0.0038819542971357812,,0.9961180457028642
10,52,5,MI-DL,0.7804164151551346,0.24841426028399283,0.001585739716007173,0.006342958864028692,0.009159883012298203,1.8192444395357255,
10,52,5,SI-DL,0.7840338119431425,0.24956571344386524,0.0004342865561347553,0.0017371462245390212,0.006536391263745833,,0.9934636087362542
10,52,10,MI-DL,0.7732603739064754,0.2461364216086056,0.0038635783913943955,0.015454313565577582,0.01925704742698701,1.5765873358242581,
10,52,10,SI-DL,0.7821857948316424,0.24897747132743794,0.0010225286725620564,0.0040901146902482255,0.013989054188247363,,0.9860109458117526
10,52,15,MI-DL,0.7867329797404624,0.2504248852382211,0.0004248852382210955,0.001699540952884382,0.030850284372239647,1.3949583236426815,
10,52,15,SI-DL,0.7806188369079614,0.24847869312909626,0.001521306870903738,0.006085227483614952,0.026117444539807466,,0.9738825554601925
10,52,20,MI-DL,0.7748037375324117,0.2466276895087176,0.003372310491282393,0.013489241965129573,0.050707959172073484,1.2562590201654684,
