U,nu,x,y,u,v,u_over_U,v_over_U,known_eta,u_over_U_clean,u_over_U_noisy,noise,MI-DL_pi1,SI-DL_pi1,Known Blasius_pi1
0.01,1e-06,0.004413793103448276,0.00493162265388724,0.009999641609598939,0.0014081364388841442,0.9999641609598939,0.1408136438884144,7.423075076712232,0.9999641609598939,0.9916336300457991,-0.008330530914094865,7.995908480603539,7.656493370761945,7.423075076712235
0.01,1e-06,0.004413793103448276,0.0053032859349554885,0.009999935597695747,0.0014083052621089933,0.9999935597695747,0.1408305262108993,7.98250239551818,0.9999935597695747,0.9946479509524294,-0.0053456088171452455,8.598506406193021,8.233511858867816,7.982502395518183
0.01,1e-06,0.004413793103448276,0.005674949216023738,0.009999989939418308,0.0014083387300544057,0.9999989939418308,0.14083387300544056,8.54192971432413,0.9999989939418308,0.9880302727111506,-0.011968721230680136,9.201104331782508,8.810530346973692,8.541929714324136
0.01,1e-06,0.004413793103448276,0.006046612497091987,0.009999998544405848,0.0014083443880151955,0.9999998544405848,0.14083443880151955,9.101357033130077,0.9999998544405848,1.0003979620393286,0.0003981075987438971,9.803702257371983,9.387548835079556,9.101357033130077
0.01,1e-06,0.004413793103448276,0.006418275778160236,0.0099999997146901,0.0014083452063323525,0.99999997146901,0.14083452063323526,9.660784351936025,0.99999997146901,0.9907656817090684,-0.009234289759941552,10.406300182961466,9.96456732318543,9.660784351936025
0.01,1e-06,0.004413793103448276,0.006789939059228486,0.009999999847848105,0.001408345304955916,0.9999999847848104,0.1408345304955916,10.220211670741975,0.9999999847848104,1.0087753054135502,0.008775320628739753,11.008898108550952,10.541585811291304,10.220211670741977
0.01,1e-06,0.004413793103448276,0.007161602340296735,0.009999999861610155,0.0014083453157195092,0.9999999861610155,0.14083453157195092,10.779638989547923,0.9999999861610155,0.994612756561248,-0.005387229599767483,11.611496034140439,11.11860429939718,10.779638989547928
0.01,1e-06,0.004413793103448276,0.007533265621364984,0.009999999864192581,0.0014083453179030805,0.9999999864192581,0.14083453179030805,11.33906630835387,0.9999999864192581,0.9946953558998556,-0.005304630519402542,12.214093959729919,11.695622787503048,11.339066308353875
0.01,1e-06,0.004413793103448276,0.007904928902433233,0.009999999863891723,0.001408345317679814,0.9999999863891723,0.14083453176798139,11.898493627159818,0.9999999863891723,1.0230382586343343,0.023038272245161938,12.816691885319404,12.272641275608922,11.898493627159825
0.01,1e-06,0.004413793103448276,0.00827659218350148,0.009999999862895721,0.0014083453167772076,0.9999999862895721,0.14083453167772075,12.457920945965764,0.9999999862895721,0.9891238820383643,-0.010876104251207766,13.41928981090888,12.84965976371479,12.45792094596577
0.01,1e-06,0.004413793103448276,0.00864825546456973,0.00999999986211732,0.0014083453160537174,0.9999999862117319,0.14083453160537174,13.017348264771714,0.9999999862117319,0.9765021800696949,-0.023497806142037034,14.021887736498366,13.426678251820663,13.01734826477172
0.01,1e-06,0.004413793103448276,0.00901991874563798,0.009999999861958337,0.001408345315902561,0.9999999861958336,0.14083453159025608,13.576775583577664,0.9999999861958336,1.0054883249923332,0.005488338796499464,14.624485662087844,14.00369673992653,13.576775583577662
0.01,1e-06,0.004413793103448276,0.009391582026706228,0.009999999861947466,0.0014083453158967789,0.9999999861947465,0.14083453158967787,14.13620290238361,0.9999999861947465,0.9688596987309086,-0.031140287463837957,15.227083587677335,14.58071522803241,14.13620290238362
0.01,1e-06,0.004413793103448276,0.009763245307774478,0.009999999861936596,0.0014083453158900824,0.9999999861936596,0.14083453158900824,14.695630221189559,0.9999999861936596,1.0039621361919413,0.003962149998281711,15.829681513266816,15.157733716138281,14.695630221189568
0.01,1e-06,0.004413793103448276,0.010134908588842728,0.009999999861925726,0.0014083453158824715,0.9999999861925726,0.14083453158824716,15.255057539995509,0.9999999861925726,1.0147126820439771,0.014712695851404466,16.432279438856302,15.734752204244154,15.255057539995518
0.01,1e-06,0.004413793103448276,0.010506571869910976,0.009999999861914856,0.0014083453158739436,0.9999999861914856,0.14083453158739437,15.814484858801455,0.9999999861914856,1.0010507755947755,0.0010507894032899944,17.03487736444578,16.311770692350024,15.814484858801462
0.01,1e-06,0.007827586206896553,0.0004716632810682492,0.0013942034649311005,2.5450236581125013e-05,0.13942034649311005,0.002545023658112501,0.5331116069699436,0.13942034649311005,0.1395593487823533,0.00013900228924322808,0.5807454238258721,0.5524566727279986,0.5331116069699438
0.01,1e-06,0.007827586206896553,0.0008433265621364984,0.0027784497999672475,8.354790272568509e-05,0.27784497999672475,0.008354790272568509,0.9531952068068066,0.27784497999672475,0.2471132160018158,-0.030731763994908966,1.0383637255847973,0.9877838815136772,0.9531952068068068
0.01,1e-06,0.007827586206896553,0.0012149898432047476,0.004127803886154008,0.00017215029338234003,0.4127803886154008,0.017215029338234003,1.3732788066436696,0.4127803886154008,0.4211025304174826,0.008322141802081767,1.495982027343722,1.423111090299356,1.3732788066436699
0.01,1e-06,0.007827586206896553,0.0015866531242729968,0.005403824195313793,0.00028613922408071056,0.5403824195313792,0.028613922408071056,1.7933624064805325,0.5403824195313792,0.5463215174079198,0.00593909787654052,1.9536003291026474,1.8584382990850348,1.7933624064805331
0.01,1e-06,0.007827586206896553,0.0019583164053412457,0.006561060353326467,0.0004168817690471439,0.6561060353326467,0.04168817690471439,2.213446006317395,0.6561060353326467,0.6385417155008778,-0.017564319831768843,2.411218630861572,2.2937655078707135,2.213446006317396
0.01,1e-06,0.007827586206896553,0.002329979686409495,0.00755694205894263,0.0005529241770599234,0.755694205894263,0.05529241770599234,2.633529606154258,0.755694205894263,0.7843662256633305,0.028672019769067518,2.8688369326204954,2.7290927166563903,2.6335296061542577
0.01,1e-06,0.007827586206896553,0.002701642967477744,0.008362580390534667,0.000681999204460674,0.8362580390534666,0.06819992044606739,3.0536132059911205,0.8362580390534666,0.8179141370490073,-0.018343902004459373,3.326455234379422,3.1644199254420706,3.053613205991122
0.01,1e-06,0.007827586206896553,0.0030733062485459933,0.008970450356355726,0.000793732097878548,0.8970450356355726,0.07937320978785481,3.473696805827984,0.8970450356355726,0.8718780992717048,-0.02516693636386782,3.784073536138347,3.599747134227749,3.473696805827985
0.01,1e-06,0.007827586206896553,0.0034449695296142426,0.009395600403289042,0.0008819066265590254,0.9395600403289042,0.08819066265590253,3.8937804056648466,0.9395600403289042,0.9124183519790563,-0.027141688349847815,4.241691837897271,4.035074343013426,3.893780405664847
0.01,1e-06,0.007827586206896553,0.0038166328106824915,0.009669993078990347,0.0009452845069102408,0.9669993078990347,0.09452845069102407,4.313864005501709,0.9669993078990347,0.9673885247889552,0.0003892168899204993,4.699310139656194,4.470401551799103,4.313864005501708
0.01,1e-06,0.007827586206896553,0.004188296091750741,0.009832910412445382,0.0009867550938810381,0.9832910412445381,0.09867550938810381,4.733947605338573,0.9832910412445381,0.988354599307801,0.005063558063262848,5.156928441415121,4.905728760584784,4.733947605338573
0.01,1e-06,0.007827586206896553,0.004559959372818991,0.009921725661811643,0.0010114566246029282,0.9921725661811642,0.10114566246029282,5.154031205175436,0.9921725661811642,0.9987812877028371,0.006608721521672943,5.614546743174046,5.341055969370462,5.154031205175436
0.01,1e-06,0.007827586206896553,0.00493162265388724,0.009966131999596343,0.0010248537834234037,0.9966131999596343,0.10248537834234037,5.574114805012298,0.9966131999596343,0.9915573041497022,-0.005055895809932075,6.072165044932971,5.776383178156142,5.5741148050123
0.01,1e-06,0.007827586206896553,0.0053032859349554885,0.009986482642646033,0.0010314731789662207,0.9986482642646033,0.10314731789662207,5.994198404849161,0.9986482642646033,0.9864689884047885,-0.012179275859814844,6.529783346691896,6.21171038694182,5.994198404849162
