basis_direction_1_coef,basis_direction_2_coef,S_cov
0.30666666666666664,-0.9199999999999999,0.19697422269660864
0.345,-0.9199999999999999,0.22413958382097235
0.3833333333333333,-0.9199999999999999,0.2515061525053687
0.42166666666666663,-0.9199999999999999,0.2779221008082218
0.45999999999999996,-0.9199999999999999,0.30288930541019404
0.4983333333333333,-0.9199999999999999,0.3263949919149365
0.5366666666666666,-0.9199999999999999,0.34846897618211353
0.575,-0.9199999999999999,0.36909273153571065
0.6133333333333333,-0.9199999999999999,0.3885868594997079
0.6516666666666666,-0.9199999999999999,0.40691384590325214
0.69,-0.9199999999999999,0.4238760683541329
0.7283333333333333,-0.9199999999999999,0.43940117616217794
0.7666666666666666,-0.9199999999999999,0.4538270443157845
0.8049999999999999,-0.9199999999999999,0.4675000617310924
0.8433333333333333,-0.9199999999999999,0.4804523630201354
0.8816666666666664,-0.9199999999999999,0.492583194680012
0.9199999999999999,-0.9199999999999999,0.5038415562872103
0.9583333333333335,-0.9199999999999999,0.5142589652889189
0.9966666666666666,-0.9199999999999999,0.5239235131002702
1.0349999999999997,-0.9199999999999999,0.5329338943745462
1.0733333333333333,-0.9199999999999999,0.5413650438264274
1.1116666666666668,-0.9199999999999999,0.5492639883969673
1.15,-0.9199999999999999,0.5566645054689915
-1.15,-0.8816666666666666,0.7027779053074696
-1.1116666666666666,-0.8816666666666666,0.6999890398528493
-1.0733333333333333,-0.8816666666666666,0.6970062034175935
-1.035,-0.8816666666666666,0.6938246901220934
-0.9966666666666666,-0.8816666666666666,0.6904384775459637
-0.9583333333333333,-0.8816666666666666,0.6868354183856704
-0.9199999999999999,-0.8816666666666666,0.6829933046038401
-0.8816666666666666,-0.8816666666666666,0.6788822110436632
-0.8433333333333333,-0.8816666666666666,0.6744771577055457
-0.8049999999999999,-0.8816666666666666,0.6697696933354151
-0.7666666666666666,-0.8816666666666666,0.6647637431050604
-0.7283333333333333,-0.8816666666666666,0.6594630342619445
-0.69,-0.8816666666666666,0.6538479196452669
-0.6516666666666666,-0.8816666666666666,0.6478656043477874
-0.6133333333333333,-0.8816666666666666,0.6414999881510892
-0.575,-0.8816666666666666,0.6347752406974271
-0.5366666666666666,-0.8816666666666666,0.6275822734068046
-0.4983333333333333,-0.8816666666666666,0.6200954056380156
-0.45999999999999996,-0.8816666666666666,0.6120819851373731
-0.42166666666666663,-0.8816666666666666,0.6038813211014299
-0.3833333333333333,-0.8816666666666666,0.5961666851508377
-0.345,-0.8816666666666666,0.5883445800758098
-0.30666666666666664,-0.8816666666666666,0.5808461231013278
-0.2683333333333333,-0.8816666666666666,0.5732162775614014
-0.22999999999999998,-0.8816666666666666,0.5595748731284428
-0.19166666666666665,-0.8816666666666666,0.5332614421346921
-0.15333333333333332,-0.8816666666666666,0.4942353274567627
-0.11499999999999999,-0.8816666666666666,0.44021636942678233
-0.07666666666666666,-0.8816666666666666,0.372137113206303
-0.03833333333333333,-0.8816666666666666,0.2874437270191048
0.0,-0.8816666666666666,0.19272366742584887
0.03833333333333333,-0.8816666666666666,0.1654889611128299
0.07666666666666666,-0.8816666666666666,0.1472498405315337
0.11499999999999999,-0.8816666666666666,0.13429693571680623
0.15333333333333332,-0.8816666666666666,0.13085664180599313
0.19166666666666665,-0.8816666666666666,0.13699610320882483
0.22999999999999998,-0.8816666666666666,0.15284346135464652
0.2683333333333333,-0.8816666666666666,0.17833393514525075
0.30666666666666664,-0.8816666666666666,0.20635795659230982
0.345,-0.8816666666666666,0.2348605121169035
0.3833333333333333,-0.8816666666666666,0.2631903507651426
0.42166666666666663,-0.8816666666666666,0.2900152961969927
0.45999999999999996,-0.8816666666666666,0.3153381871873007
0.4983333333333333,-0.8816666666666666,0.3390547159634826
0.5366666666666666,-0.8816666666666666,0.3611711113522108
